produk_id,bahan_aktif_id,kadar,satuan
1145,88,8,%
1146,441,40,%
1146,341,30,%
1147,16,20,%
1148,452,62,g/l
1148,453,370,g/l
1149,104,20,%
1150,355,"18,05 - 19,95",%
1151,150,95,%
1152,109,3,%
1152,78,1,%
1153,351,400,g/l
1154,116,200,g/l
1155,454,290,g/l
1156,455,555,g/l
1157,108,95.4,%
1158,64,50,g/l
1159,7,500,g/l
1159,329,500,g/l
1160,456,490,g/l
1161,53,50,g/l
1162,53,0.05,g/l
1163,125,870,g/l
1164,118,0.55,%
1164,44,0.10,%
1165,62,80,%
1166,32,135,g/l
1167,457,"3,45",g/l
1167,458,"6,9",g/l
1167,459,"1,73",g/l
1167,460,"10,35",g/l
1168,63,"82,5",%
1169,77,200,g/l
1170,461,min 99.0,%
1171,228,480 g/l setara dengan fluroksipir: 333 g/l,g/l
1172,415,400,g/l
1173,82,95,%
1174,178,"0,005",%
1175,462,98,%
1176,463,< 40,%
1176,464,< 10 %,%
1176,465,> 50,%
1176,466,< 15,%
1177,35,250,g/l
1178,467,120,g/l
1179,29,480,g/l
1180,8,30,g/l
1181,32,135,g/l
1182,267,15- 17,%
1183,468,1,%
1184,469,25,%
1184,169,55,%
1185,442,575,g/l
1186,470,0.04,%
1186,44,0.1,%
1186,405,0.05,%
1187,29,500,g/l
1188,32,210,g/l
1189,125,75,%
1190,471,0.48,%
1190,38,10 - 25,%
1191,15,80,%
1192,105,240,g/l
1193,94,365,g/l
1194,126,50,g/l
1195,6,100,g/l
1196,472,399,g/l
1197,473,480,g/l
1198,47,80,%
1199,5,100,g/l
1200,13,8,%
1200,75,17,%
1201,111,250,g/l
1202,23,10,%
1203,15,80,%
1204,96,40,g/l
1205,44,60,g/l
1205,40,600,g/l
1206,474,300,g/l
1207,475,20.1,%
1208,476,400,g/l
1209,104,95,%
1210,199,97,%
1211,190,0.5,%
1212,96,38,g/l
1213,385,280,g/l
1214,477,98,%
1215,47,500,g/l
1216,165,3,%
1217,11,150,g/l
1218,23,5,%
1219,377,200,g/l
1220,241,0.015,%
1221,4,50,%
1221,190,20,%
1222,16,"4,7 - 5,3",%
1222,478,"2.35 - 2,65",%
1223,479,20,%
1223,480,35,%
1224,165,3,%
1225,481,25,g/l
1226,3,250,g/l
1227,10,336,g/l
1228,402,95,%
1229,312,400,g/l
1230,29,240,g/l
1231,482,80,%
1232,483,865,g/l
1233,56,50,%
1233,88,20,%
1234,73,98,%
1235,7,480,g/l
1236,48,278,g/l
1236,13,22,g/l
1237,58,400,g/l
1238,63,75,%
1239,310,300,g/l
1239,76,20,g/l
1240,13,50,g/l
1240,72,50,g/l
1241,40,600,g/l
1241,44,60,g/l
1242,398,60,%
1242,5,10,%
1243,9,10,%
1244,108,0.17,g/l
1244,186,0.69,g/l
1244,484,0.15,g/l
1245,11,150,g/l
1246,94,480,g/l
1247,206,100,g/l
1248,381,10,%
1248,104,10,%
1249,47,500,g/l
1250,23,20,%
1251,349,"9,5 - 9,9",%
1252,485,65,g/l
1253,108,0.025,%
1254,302,70,%
1255,103,40,%
1256,53,250,g/l
1256,486,225,g/l
1256,210,25,g/l
1257,4,60,%
1257,5,20,%
1258,44,50,g/l
1259,278,50,g/l
1260,15,80,%
1261,29,480,g/l
1262,487,98,%
1263,40,482,g/l
1264,51,400,g/l
1265,13,21,g/l
1266,13,50.00,g/l
1266,53,200.00,g/l
1267,151,15,%
1268,44,100,g/l
1269,189,56,%
1270,113,450,g/l
1271,102,70,%
1272,133,15,g/l
1273,31,3.5,%
1273,102,61.3,%
1274,254,125,g/l
1274,488,50,g/l
1274,20,200,g/l
1275,113,95,%
1276,87,15,%
1277,44,200,g/l
1278,175,0.005,%
1279,489,125,g/l
1279,251,250,g/l
1279,489,125,g/l
1279,251,250,g/l
1280,32,276,g/l
1281,490,200,g/l
1282,245,200,g/l
1283,13,30,g/l
1284,491,500,g/l
1285,492,865,g/l
1286,116,"14,05",%
1287,32,276,g/l
1288,11,200,g/l
1289,15,80,%
1290,7,490,g/l
1291,493,50,%
1292,48,350,g/l
1293,11,155,g/l
1294,244,24,%
1294,51,60,%
1295,11,300,g/l
1296,494,"0,08 - 0,12",%
1297,15,85,%
1298,21,660,g/l
1299,96,40,g/l
1299,48,250,g/l
1300,39,40,g/l
1301,88,8,%
1301,15,64,%
1302,40,550,g/l
1302,44,60,g/l
1303,64,50,g/l
1304,40,200,g/l
1305,103,25,%
1306,150,95,%
1307,44,100,g/l
1308,495,50,g/l
1309,32,276,g/l
1310,496,288,g/l
1311,497,100,g/l
1311,498,300,g/l
1312,18,100,g/l
1312,109,100,g/l
1313,74,50,g/l
1313,96,30,g/l
1314,499,690,g/l
1315,278,4.8,%
1316,21,660,g/l
1317,323,50,%
1318,51,250,g/l
1319,11,185,g/l
1319,204,15,g/l
1320,104,20,%
1321,7,480,g/l
1322,13,36,g/l
1323,29,480,g/l
1324,103,40,%
1325,113,6,%
1326,500,45,%
1327,501,240,g/l
1327,502,240,g/l
1328,84,50,g/l
1328,155,500,g/l
1329,47,500,g/l
1330,165,3,%
1331,15,80,%
1332,103,40,%
1333,9,5,%
1334,118,0.07,%
1335,96,18,g/l
1336,32,135,g/l
1337,250,80,%
1338,141,0.1,%
1339,503,18,%
1339,504,25,%
1340,505,190,g/l
1340,96,10,g/l
1341,13,75.00,g/l
1341,120,75.00,g/l
1342,474,200,g/l
1342,72,200,g/l
1343,32,276,g/l
1344,96,18,g/l
1345,4,40,%
1345,190,20,%
1346,64,4,%
1346,90,68,%
1347,4,50,%
1348,177,400,g/l
1349,506,510,g/l
1350,155,600,g/l
1350,84,80,g/l
1351,29,310,g/l
1351,125,110,g/l
1352,15,80,%
1353,202,120,g/l
1354,9,10,%
1355,8,70,%
1356,32,138,g/l
1357,40,500,g/l
1357,44,50,g/l
1358,120,200,g/l
1359,11,200,g/l
1360,198,250,g/l
1360,26,150,g/l
1361,43,200,g/l
1362,507,50,%
1363,508,722,g/l
1364,96,20,g/l
1365,32,145,g/l
1366,509,150,g/l
1367,257,60,g/l
1367,198,240,g/l
1368,103,40,%
1369,71,80,%
1370,96,95,%
1371,11,150,g/l
1372,510,0.30,%
1372,224,0.15,%
1372,379,0.03,%
1372,128,0.30,%
1373,9,100,g/l
1374,80,90,%
1375,26,115,g/l
1375,30,230,g/l
1376,103,40,%
1377,43,25,%
1378,4,50,%
1379,108,0.2,%
1380,8,50,g/l
1381,32,276,g/l
1381,149,200,g/l
1382,137,330,g/l
1383,32,276,g/l
1384,5,20,%
1384,4,60,%
1385,511,≥10 - <20,%
1385,248,≤7.5,%
1386,15,60,%
1386,56,9,%
1387,106,15,g/l
1388,108,0.05,%
1388,224,0.05,%
1388,278,0.095,%
1389,512,200,g/l
1389,31,80,g/l
1390,1,51,%
1391,204,50,%
1392,86,5,%
1393,513,80,%
1394,23,40,g/l
1395,29,486,g/l
1396,164,0.015,%
1397,514,200,g/l
1397,185,300,g/l
1398,477,98,%
1399,515,95,g/l
1399,516,25,g/l
1399,346,230,g/l
1400,110,60,%
1401,11,155,g/l
1402,517,480,g/l
1403,103,24,%
1404,51,256,g/l
1404,476,384,g/l
1405,32,276,g/l
1406,412,167,g/l
1406,324,33,g/l
1407,368,480,g/l
1408,53,60,g/l
1408,518,150,g/l
1409,519,15,g/l
1409,432,385,g/l
1410,47,80,%
1411,43,25,%
1412,53,35,g/l
1412,96,100,g/l
1412,520,20,g/l
1413,521,98,%
1414,96,50,g/l
1415,125,865,g/l
1416,74,100,g/l
1417,13,70,g/l
1418,300,100,g/l
1418,182,200,g/l
1419,88,20,%
1420,32,276,g/l
1421,29,240,g/l
1421,522,120,g/l
1422,224,94,%
1423,4,110,g/l
1423,109,110,g/l
1424,523,>= 10 - < 20,%
1425,137,330,g/l
1426,215,25,%
1427,300,20,%
1427,182,20,%
1428,60,50,%
1429,22,667,g/l
1430,29,490,g/l
1431,51,200,g/l
1431,3,125,g/l
1432,284,600,g/l
1433,29,480 (setara dengan glifosat 356 g/l),g/l
1434,53,50,g/l
1435,47,500,g/l
1436,44,100,g/l
1437,413,600,g/l
1438,44,300,g/l
1439,82,95,%
1440,126,0.18,%
1441,149,80,%
1442,493,500,g/l
1443,126,98,%
1444,524,93,%
1445,137,360,g/l
1446,324,33,g/l
1446,525,167,g/l
1447,15,81,%
1448,110,60,%
1449,526,135,g/l
1450,111,240,g/l
1451,475,5,%
1451,234,13,%
1452,125,865,g/l
1453,32,276,g/l
1454,29,480,g/l
1455,173,276,g/l
1456,527,480,g/l
1457,528,625,g/l
1457,529,62.5,g/l
1458,102,70,%
1459,302,520,g/l
1460,113,500,g/l
1461,155,48,%
1461,370,4,%
1462,122,98,%
1463,259,80,%
1464,345,0.005,%
1465,103,40,%
1466,13,55,g/l
1467,53,130,g/l
1467,530,40,g/l
1468,74,5,%
1468,43,15,%
1469,96,18,g/l
1470,531,290,g/l
1471,512,7,%
1471,532,70,%
1472,48,98,%
1473,77,55,g/l
1473,122,15,g/l
1474,533,500,g/l
1474,534,100,g/l
1475,535,56,%
1476,29,540,g/l
1477,247,200,g/l
1478,205,3,%
1479,29,480 (setara dengan glifosat 356 g/l),g/l
1479,29,480,g/l
1480,109,100,g/l
1480,18,100,g/l
1481,63,75,%
1482,126,25,g/l
1483,177,400,g/l
1484,111,240,g/l
1485,149,15,%
1485,47,30,%
1485,413,10,%
1486,107,85,%
1487,536,50,%
1488,251,96,%
1489,187,300,g/l
1489,87,30,g/l
1490,85,288,g/l
1491,537,150,g/l
1491,538,200,g/l
1491,43,30,g/l
1492,177,400,g/l
1493,9,10,g/l
1494,539,400,g/l
1495,540,1.5,%
1496,73,98,%
1497,88,20,%
1497,172,50,%
1498,265,99,%
1499,39,30,g/l
1499,155,200,g/l
1499,84,70,g/l
1500,29,480,g/l
1501,102,70,%
1502,519,20,g/l
1502,431,12.5,g/l
1503,16,1-3,%
1503,478,1-3,%
1504,541,1-8,%
1505,542,160,g/l
1506,493,50,%
1507,31,60,g/l
1507,30,120,g/l
1508,82,500,g/l
1509,116,125,g/l
1510,29,480,g/l
1510,94,480,g/l
1511,32,276,g/l
1512,103,40,%
1513,32,276,g/l
1514,18,159,g/l
1514,78,106,g/l
1515,82,500,g/l
1516,13,45,g/l
1517,13,30,g/l
1518,125,24,g/l
1518,29,300,g/l
1519,543,0.031,g/l
1519,544,11,g/l
1520,224,0.08,%
1520,128,0.12,%
1520,186,0.12,%
1521,49,10,%
1522,102,70,%
1523,108,0.04,%
1523,224,0.24,%
1523,484,0.025,%
1523,186,0.12,%
1524,15,"64,64",%
1524,88,"8,36",%
1525,224,0.06,%
1525,278,0.10,%
1526,32,42,%
1527,43,10,%
1528,545,51,g/l
1528,546,9,g/l
1529,13,50.00,g/l
1529,48,500.00,g/l
1530,96,18,g/l
1531,402,95,%
1532,29,490,g/l
1533,32,140,g/l
1534,323,50,%
1535,547,480,g/l
1536,74,25,g/l
1537,113,500,g/l
1538,29,490,g/l
1539,84,42,g/l
1539,438,354,g/l
1539,425,208,g/l
1540,167,0.22,%
1540,548,1.18,%
1541,40,420,g/l
1542,29,480,g/l
1543,431,12,g/l
1543,549,160,g/l
1544,190,30,%
1545,228,480,g/l
1546,108,95,%
1547,9,10,%
1548,44,100,g/l
1549,145,2,%
1550,533,500,g/l
1551,108,0.03,%
1551,127,0.03,%
1552,550,98,%
1553,48,350,g/l
1554,551,240,g/l
1555,552,5,g/l
1556,386,0.050,%
1557,48,98,%
1558,245,135,g/l
1559,44,55,g/l
1560,553,38,%
1561,56,500,g/l
1562,273,25,g/l
1563,29,62,%
1564,186,0.072,%
1564,554,0.1,%
1565,5,128,g/l
1566,555,"7.5 x 109 occlusion bodies per milimeter produk / 385,5",g/l
1567,215,8,%
1567,15,64,%
1568,15,80,%
1569,43,25,%
1570,153,20,g/l
1570,48,100,g/l
1571,113,400,g/l
1572,4,50,%
1573,88,50,%
1574,382,118,g/l
1574,556,532,g/l
1574,149,45,g/l
1575,149,>= 20 -< 25,%
1575,232,>= 10 -< 20,%
1575,17,>= 2.5 -< 3,%
1576,152,95,%
1577,99,150,g/l
1578,127,4.9,g/l
1579,44,130,g/l
1580,326,240,g/l
1581,11,200,g/l
1582,51,200,g/l
1582,3,125,g/l
1583,221,163,g/l
1583,557,327,g/l
1584,558,1 x 10^9,cfu/g
1585,78,20,%
1585,75,20,%
1586,29,486,g/l
1587,15,80,%
1588,19,480,g/l
1589,178,0.005,%
1590,113,400,g/l
1591,128,92,%
1592,43,30,%
1593,23,10,%
1594,346,480,g/l
1595,298,50,%
1596,51,60,g/l
1596,63,500,g/l
1597,257,125,g/l
1598,18,20,g/l
1599,559,490,g/l
1600,137,150,g/l
1600,111,50,g/l
1600,560,300,g/l
1601,8,30,g/l
1602,177,440,g/l
1602,48,300,g/l
1603,561,865,g/l
1604,160,250,g/l
1605,44,94,%
1606,18,125,g/l
1607,104,20,%
1608,4,60,%
1608,5,20,%
1609,562,40,g/l
1609,563,90,g/l
1610,51,250,g/l
1611,379,50,%
1612,48,200,g/l
1613,29,480,g/l
1614,74,96,%
1615,32,276,g/l
1616,11,200,g/l
1617,96,32,g/l
1618,45,6,%
1618,97,36,%
1619,564,1000,g/l
1620,184,40.00,g/l
1620,300,160.00,g/l
1621,247,200,g/l
1622,16,"1,2-Benzisothiazol-3(2H)-one",%
1622,332,2-Methyl-2H-isothiazol-3-one,%
1623,53,40,%
1623,216,40,%
1624,150,95,%
1625,73,98,%
1626,15,62,%
1626,198,18,%
1627,63,98.5,%
1628,565,222,g/l
1629,566,62,%
1630,44,100,g/l
1631,29,160,g/l
1632,2,90,g/l
1632,567,400,g/l
1633,126,98.5,%
1634,23,40,%
1635,15,80,%
1636,568,120,g/l
1637,569,825,g/l
1638,570,"680 (setara dengan 2,4-D 451.03 g/l)",g/l
1639,477,160,g/l
1639,367,50,g/l
1640,78,200,g/l
1641,533,550,g/l
1641,534,110,g/l
1642,99,150,g/l
1643,74,50,g/l
1644,48,500,g/l
1644,13,50,g/l
1645,370,40,g/l
1646,32,135,g/l
1647,9,480,g/l
1648,190,20,%
1648,441,40,%
1649,125,100,g/l
1649,29,300,g/l
1649,571,300,g/l
1649,125,100,g/l
1650,572,550,g/l
1651,573,50,g/l
1651,122,10,g/l
1652,325,80,%
1653,126,25,g/l
1654,32,276,g/l
1655,499,306.2,g/l
1656,112,75,%
1657,15,80,%
1658,127,0.03,%
1659,125,865,g/l
1660,283,97,%
1661,150,95,%
1662,574,10,%
1663,123,25,g/l
1664,44,50,g/l
1664,40,250,g/l
1665,29,486,g/l
1666,40,200,g/l
1667,575,108,g/l
1668,11,155,g/l
1669,576,3.00,g/l
1670,577,1 x 10^6,cfu/g
1671,96,18,g/l
1672,39,40,g/l
1673,282,70,%
1674,100,"0,0375",%
1675,75,160,g/l
1675,13,20,g/l
1676,112,80,%
1677,398,100,g/l
1678,2,300,g/l
1679,48,220,g/l
1680,387,1 x 10^7,cfu/g
1681,11,200,g/l
1682,370,30,g/l
1682,425,180,g/l
1683,125,865,g/l
1684,65,150,g/l
1685,578,120,g/l
1685,456,240,g/l
1686,96,20,g/l
1687,126,100,g/l
1688,579,"3,3 X 10^8",cfu/g
1688,580,"3,4 X 10^6",cfu/g
1688,581,"2,3 X 10^8",cfu/g
1689,11,150,g/l
1690,36,98,%
1691,58,400,g/l
1692,149,46.8,%
1692,582,13.2,%
1693,583,92,%
1694,19,12.5,%
1695,150,95,%
1696,113,400,g/l
1697,412,400,g/l
1697,413,60,g/l
1698,125,865,g/l
1699,43,200,g/l
1700,29,240,g/l
1701,74,25,g/l
1702,154,310,g/l
1703,518,350,g/l
1704,14,200,g/l
1705,470,8.1,g/l
1706,104,40,%
1707,549,200,g/l
1708,106,15,g/l
1709,584,"1,50 - 1,75",%
1710,44,50,g/l
1711,63,75,%
1712,40,459,g/l
1712,44,"45,9",g/l
1713,585,10^6,cfu/g
1714,13,30.00,%
1715,51,250,g/l
1716,170,95,%
1717,15,68,%
1717,88,5,%
1718,32,140,g/l
1719,32,140,g/l
1720,96,36,g/l
1721,241,14.3,%
1722,103,40,%
1723,5,25,%
1724,225,250,g/l
1725,44,200,g/l
1726,72,100,g/l
1726,13,56,g/l
1727,48,200.00,g/l
1727,123,50.00,g/l
1728,48,300,g/l
1729,44,94,%
1730,15,80,%
1731,298,75,%
1732,312,45,%
1732,216,3,%
1733,108,"0,089",%
1734,56,50,%
1735,112,75,%
1736,11,200,g/l
1737,5,250,g/l
1738,128,0.22,%
1738,224,0.23,%
1739,153,480,g/l
1740,234,10,%
1741,586,35,%
1742,243,75,%
1743,126,25,g/l
1744,167,0.2,%
1745,44,100,g/l
1746,100,0.0375,%
1747,587,1,%
1748,215,35,%
1749,96,60.00,%
1750,3,300,g/l
1751,588,100,g/l
1751,29,300,g/l
1752,589,52.5,%
1752,105,17.5,%
1753,590,0.02,g/l
1753,23,3.98,g/l
1754,161,10 - 25,%
1755,207,7.5,%
1756,142,0.3,%
1757,103,40,%
1758,23,20.00,%
1759,300,93,g/l
1759,273,46,g/l
1760,32,138,g/l
1761,173,276,g/l
1762,29,240,g/l
1763,591,505,g/l
1764,125,865,g/l
1765,13,30,g/l
1766,592,"1,9 x 10¹¹",cfu/ml
1767,44,50,g/l
1768,208,500,g/l
1769,11,150,g/l
1770,103,225,g/l
1771,9,10,%
1772,85,95,%
1773,224,0.05,%
1773,164,0.1,%
1773,278,0.101,%
1774,96,20,g/l
1774,113,510,g/l
1775,113,500,g/l
1776,593,276,g/l
1777,71,82,%
1778,63,75,%
1779,594,50,g/l
1780,43,33,%
1781,17,≤3,%
1781,149,≥10 - ≤25,%
1781,232,≥5 - ≤10,%
1782,284,600,g/l
1783,32,276,g/l
1784,436,70,%
1784,595,20,%
1785,29,480,g/l
1786,313,250,g/l
1787,596,10,%
1787,202,12,%
1788,597,400,g/l
1789,15,85,%
1790,126,98,%
1791,14,300,g/l
1792,178,"0,005",%
1793,142,0.6,%
1794,29,480,g/l
1795,13,100,g/l
1796,154,10,%
1797,15,"52,6",%
1797,64,"2,4",%
1798,224,8.5,%
1799,129,18,g/l
1800,226,77,%
1801,484,0.03,%
1801,598,0.5,%
1801,224,0.06,%
1802,98,10,%
1802,98,10,%
1803,104,90,%
1804,166,78,g/l
1805,413,100,g/l
1805,309,350,g/l
1806,44,333,g/l
1807,113,50,%
1807,43,20,%
1808,599,96,%
1809,600,98,%
1810,74,120,g/l
1811,82,500,g/l
1812,32,150,g/l
1813,601,450,g/l
1813,602,115,g/l
1814,103,50,%
1815,603,150,g/l
1816,604,865,g/l
1817,605,200,g/l
1818,155,200,g/l
1818,84,40,g/l
1818,39,20,g/l
1819,65,64,g/l
1819,13,43,g/l
1820,13,40,g/l
1820,75,120,g/l
1821,74,50,g/l
1822,104,20,%
1823,53,96,%
1824,84,60,g/l
1824,39,40,g/l
1824,155,260,g/l
1825,129,36,g/l
1826,540,1.5,%
1827,606,456,g/l
1828,32,135,g/l
1829,97,50,%
1830,44,200,g/l
1831,13,96,%
1832,381,95,%
1833,86,0.08,%
1834,94,410,g/l
1835,112,50,%
1835,43,"1,8",%
1836,7,503,g/l
1837,108,0.52,%
1838,14,92,%
1839,56,60,%
1840,169,4.5,%
1840,607,70,%
1841,63,60,%
1841,88,20,%
1842,163,0.1,%
1843,160,250,g/l
1844,29,555,g/l
1845,44,50,g/l
1846,608,865,g/l
1847,96,36,g/l
1848,547,62,%
1848,609,5,%
1849,242,98.5,%
1850,18,"27,3",%
1850,120,"22,7",%
1851,610,75,g/l
1852,64,100,g/l
1852,51,200,g/l
1853,44,113,g/l
1854,64,50,g/l
1855,178,0.005,%
1856,611,486,g/l
1857,15,80,%
1858,113,400,g/l
1859,612,75,g/l
1859,318,300,g/l
1860,155,200,g/l
1860,84,60,g/l
1861,104,5,g/l
1861,7,375,g/l
1862,32,42,%
1863,103,40,%
1864,11,200,g/l
1865,120,81,g/l
1865,146,101,g/l
1866,154,141,g/l
1866,74,106,g/l
1867,361,400,g/l
1868,125,865,g/l
1869,104,24,%
1870,44,60,g/l
1870,40,550,g/l
1871,259,250,g/l
1871,51,50,g/l
1872,294,>=48 - <=51,%
1873,325,250,g/l
1874,146,50,%
1875,29,480,g/l
1876,613,95,%
1877,309,275,g/l
1877,533,275,g/l
1878,320,57,g/l
1878,11,181,g/l
1879,405,10,g/l
1879,14,200,g/l
1880,86,"0,088",%
1881,51,250,g/l
1881,3,150,g/l
1882,32,276,g/l
1883,13,35,g/l
1883,78,120,g/l
1884,474,80,g/l
1884,318,400,g/l
1885,501,110,g/l
1885,614,110,g/l
1886,10,336,g/l
1887,96,60,g/l
1888,615,276,g/l
1889,51,200,g/l
1889,3,130,g/l
1890,77,100,g/l
1890,616,20,g/l
1891,86,0.06,%
1891,278,0.112,%
1891,224,0.05,%
1892,122,25,g/l
1892,77,100,g/l
1892,519,25,g/l
1892,549,100,g/l
1893,80,5,%
1894,168,135,g/l
1895,92,100,g/l
1895,42,80,g/l
1896,125,865,g/l
1897,286,5,g/l
1897,29,380,g/l
1898,617,44,%
1899,125,865,g/l
1900,618,150,g/l
1901,98,10,%
1902,619,540,g/l
1903,20,250,g/l
1904,63,96,%
1905,71,64,%
1905,215,8,%
1906,5,"27,5",%
1906,53,12.5,%
1907,44,50,g/l
1907,40,500,g/l
1908,82,500,g/l
1909,56,100,g/l
1909,63,300,g/l
1910,234,"7,5",%
1911,53,0.3,%
1912,104,20,%
1913,113,500,g/l
1914,620,188,g/l
1915,13,30,g/l
1916,412,400,g/l
1916,413,60,g/l
1917,126,25,g/l
1918,353,318,g/l
1918,621,53,g/l
1919,405,94,%
1920,84,50,g/l
1920,155,500,g/l
1921,190,20,%
1922,622,98,%
1923,294,>= 5 - < 10,%
1923,355,>= 5 - < 10,%
1924,39,40,g/l
1925,623,5 - 10,%
1925,624,3 - 10,%
1926,625,288,g/l
1927,13,5,%
1928,122,15,g/l
1928,310,385,g/l
1929,32,138,g/l
1930,51,75,g/l
1930,2,125,g/l
1931,32,276,g/l
1932,53,50,g/l
1933,44,100,g/l
1934,149,96,%
1935,9,500,g/l
1936,100,0.75,%
1937,96,18,g/l
1938,626,99,%
1939,126,25,g/l
1940,94,62,%
1941,245,135,g/l
1942,74,106,g/l
1942,154,141,g/l
1943,63,75,%
1944,43,250,g/l
1944,18,50,g/l
1945,75,120,g/l
1945,13,40,g/l
1946,29,160 (setara dengan glifosat 118 g/l),g/l
1947,32,300,g/l
1948,74,100,g/l
1948,154,100,g/l
1949,228,290 g/l setara dengan fluroksipir: 200 g/l,g/l
1950,9,100,g/l
1951,112,80,%
1952,627,680,g/l
1953,112,400,g/l
1954,74,25,g/l
1955,29,485,g/l
1956,11,200,g/l
1957,628,200,g/l
1958,26,250,g/l
1959,13,30,g/l
1960,51,200,g/l
1960,88,150,g/l
1961,629,20,%
1962,150,95,%
1963,44,50,g/l
1964,155,60,%
1964,101,8,%
1965,30,5.6,%
1965,15,59.7,%
1965,51,4.7,%
1966,103,40,%
1967,150,95,%
1968,630,20,%
1969,44,50,g/l
1970,73,98,%
1971,51,49,%
1971,30,36,%
1972,104,20,%
1973,110,60,%
1974,631,5 x 10^6 spora/g,-
1975,32,276,g/l
1976,3,250,g/l
1977,632,12,%
1978,3,125,g/l
1978,633,75,g/l
1979,244,80,g/l
1979,51,200,g/l
1980,108,0.08,%
1981,11,150,g/l
1982,302,75,%
1983,164,0.51,%
1984,351,200,g/l
1984,44,30,g/l
1985,150,160,g/l
1986,128,1.5,g/l
1986,224,1.5,g/l
1987,80,200,g/l
1988,229,240,g/l
1989,110,60,%
1990,4,50,%
1991,97,250,g/l
1992,92,90,%
1993,43,25,g/l
1993,177,400,g/l
1994,199,97,%
1995,634,90,%
1996,635,500,g/l
1997,631,5 x 10^6,cfu/g
1998,636,10,%
1999,312,500,g/l
2000,13,30,g/l
2001,520,50,g/l
2002,53,200,g/l
2002,81,400,g/l
2003,141,13.16,g/l
2004,48,96,%
2005,82,90,%
2006,405,0.6,%
2007,278,0.155,%
2007,164,0.14,%
2008,259,500,g/l
2009,637,240,g/l
2010,22,480,g/l
2011,425,95,%
2012,110,60,%
2013,638,12,%
2014,186,0.075,%
2015,44,92,%
2016,302,500,g/l
2017,96,20,g/l
2018,112,75,%
2019,11,200,g/l
2020,43,350,g/l
2021,102,75,%
2022,160,70,%
2023,254,250,g/l
2024,74,25,g/l
2025,190,20,%
2025,4,50,%
2026,639,75,%
2027,43,97,%
2028,32,276 (setara dengan ion parakuat: 200 g/l),g/l
2029,640,30 - 60,%
2030,451,108,g/l
2031,393,200,g/l
2031,392,400,g/l
2032,78,96,%
2033,177,400,g/l
2034,149,80,%
2035,54,276,g/l
2036,456,480,g/l
2037,641,95,%
2038,178,0.0055,%
2039,44,50,g/l
2040,8,95,%
2041,82,500,g/l
2042,113,400,g/l
2043,413,60,g/l
2043,412,400,g/l
2044,120,30,g/l
2045,642,125,g/l
2045,26,125,g/l
2046,43,30,%
2047,643,53,g/l
2048,15,80,%
2048,71,80,%
2049,74,25,g/l
2050,552,5.45,g/l
2051,29,480,g/l
2052,74,106,g/l
2052,154,141,g/l
2053,644,480,g/l
2054,398,220,g/l
2054,614,110,g/l
2055,127,10.8,g/l
2056,32,135,g/l
2057,266,240,g/l
2058,48,98,%
2059,584,"1,5",%
2060,29,54,%
2061,40,500,g/l
2061,44,55,g/l
2062,645,330,g/l
2063,646,400,g/l
2064,58,100,g/l
2064,647,100,g/l
2065,11,210,g/l
2066,113,400,g/l
2067,125,865,g/l
2068,169,430,g/l
2069,198,75,%
2070,96,18,g/l
2071,29,486,g/l
2072,88,15,%
2073,39,30,g/l
2073,10,20,g/l
2073,648,250,g/l
2074,44,50,g/l
2074,40,500,g/l
2075,54,150,g/l
2076,75,30,%
2077,32,135,g/l
2078,10,336,g/l
2079,14,200,g/l
2080,71,80,%
2081,32,303,g/l
2082,340,150,g/l
2083,198,50,%
2083,621,20,%
2084,207,4.5,%
2084,265,1.5,%
2085,3,125,g/l
2085,51,200,g/l
2086,149,9.5,%
2087,649,0.5,%
2088,9,490,g/l
2089,480,80,%
2090,650,0.005,%
2091,175,0.1,g/l
2092,651,0.32,%
2092,652,0.38,%
2093,15,85,%
2094,7,60,%
2095,112,75,%
2096,653,0.005,%
2097,268,480,g/l
2097,29,480,g/l
2098,44,30,g/l
2099,129,25,g/l
2099,594,50,g/l
2100,29,480,g/l
2101,440,400,g/l
2102,654,25,g/l
2103,149,525,g/l
2104,655,60,g/l
2104,412,400,g/l
2105,103,40,%
2106,44,30,g/l
2107,17,>= 5 -< 10,%
2107,70,>= 30 -< 50,%
2107,68,>= 30 -< 50,%
2108,351,500,g/l
2109,14,200,g/l
2110,13,20,g/l
2110,40,500,g/l
2111,32,138,g/l
2112,293,722,g/l
2113,407,4,%
2113,656,40,%
2113,657,40,%
2114,43,70,%
2115,658,50,%
2116,44,92,%
2117,259,50,%
2118,16,>= 5 - < 10,%
2118,332,>= 5 - < 10,%
2119,15,80,%
2120,659,"1,5",%
2121,623,1-10,%
2121,16,1-10,%
2122,21,540,g/l
2123,113,525,g/l
2124,660,250,g/l
2125,89,500,g/l
2126,292,95,%
2127,86,0.051,%
2128,155,300,g/l
2128,10,10,g/l
2129,50,3,%
2130,661,667,g/l
2131,13,20,g/l
2131,75,160,g/l
2132,112,75,%
2133,662,10 - 25,%
2133,663,10 - 25,%
2133,664,0.25 - 2.5,%
2134,149,500,g/l
2135,82,500,g/l
2136,50,3,%
2137,82,500,g/l
2138,43,15,%
2139,116,149.025,g/l
2140,665,100,g/l
2141,302,525,g/l
2142,13,50,g/l
2143,110,60,%
2144,2,250,g/l
2145,666,19.90,g/l
2145,175,0.10,g/l
2146,104,24,%
2147,63,75,%
2148,189,57,%
